dataset,cluster,Ground_Truth,variant,rank,gene,is_regex_noise,is_any_noise,is_low_gini,is_canonical_marker
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,13,TRIM22,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,14,IRF7,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,15,EPSTI1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,16,STAT1,False,False,False,True
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,17,RSAD2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,18,PLSCR1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,19,OASL,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,20,IFI35,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,21,HERC5,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,22,UBE2L6,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,23,LGALS9,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,24,DRAP1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,25,IFIT3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,26,SAMD9L,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,27,MX2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,28,PSMB9,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,29,ADAR,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,30,CMPK2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,31,LAG3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,32,RNF213,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,33,OAS3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,34,IFITM2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,35,IFI44,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,36,SP100,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,37,GBP1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,38,SP110,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,39,SAMD9,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,40,LAP3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,41,C19orf66,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,42,GZMB,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,43,OAS2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,44,PARP9,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,45,PSME2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,46,MYL12A,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,47,PSME1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,48,GBP5,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,49,MT2A,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,filter_only,50,DDX60L,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,1,IFI6,False,False,False,True
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,2,IFITM1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,3,MX1,False,False,False,True
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,4,ISG15,False,False,False,True
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,5,LY6E,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,6,IFI44L,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,7,XAF1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,8,BST2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,9,IFIT1,False,False,False,True
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,10,ISG20,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,11,OAS1,False,False,False,True
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,12,TRIM22,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,13,IRF7,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,14,EPSTI1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,15,STAT1,False,False,False,True
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,16,RSAD2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,17,PLSCR1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,18,OASL,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,19,IFI35,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,20,HERC5,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,21,UBE2L6,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,22,LGALS9,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,23,DRAP1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,24,IFIT3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,25,SAMD9L,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,26,MX2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,27,PSMB9,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,28,ADAR,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,29,CMPK2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,30,LAG3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,31,RNF213,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,32,OAS3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,33,IFITM2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,34,IFI44,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,35,SP100,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,36,GBP1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,37,SP110,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,38,SAMD9,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,39,LAP3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,40,C19orf66,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,41,GZMB,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,42,OAS2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,43,PARP9,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,44,PSME2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,45,MYL12A,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,46,PSME1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,47,GBP5,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,48,MT2A,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,49,DDX60L,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,regex_mask,50,USP18,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,1,IFI6,False,False,False,True
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,2,MX1,False,False,False,True
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,3,ISG15,False,False,False,True
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,4,LY6E,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,5,IFI44L,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,6,XAF1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,7,BST2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,8,IFIT1,False,False,False,True
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,9,OAS1,False,False,False,True
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,10,EPSTI1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,11,STAT1,False,False,False,True
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,12,RSAD2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,13,PLSCR1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,14,OASL,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,15,HERC5,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,16,LGALS9,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,17,IFIT3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,18,MX2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,19,CMPK2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,20,LAG3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,21,OAS3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,22,IFI44,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,23,GBP1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,24,LAP3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,25,GZMB,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,26,PSME2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,27,GBP5,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,28,MT2A,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,29,USP18,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,30,TNFSF10,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,31,IFIT2,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,32,PRF1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,33,LAMP3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,34,PTMS,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,35,GNLY,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,36,IFITM3,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,37,ALOX5AP,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,38,GNG5,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,39,CD38,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,40,PSMA5,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,41,PSMB10,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,42,PSMB8,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,43,GADD45B,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,44,ACP5,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,45,SAT1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,46,KLRC1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,47,CXCL13,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,48,CRIP1,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,49,COX5A,False,False,False,False
CD8,CD8.c15.ISG.IFIT1,CD8_ISG,full_core,50,CAPG,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,1,KLRB1,False,False,False,True
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,2,IL7R,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,3,CCR6,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,4,RORA,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,5,TMIGD2,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,6,AQP3,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,7,LTB,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,8,RPLP1,True,True,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,9,TPT1,True,True,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,10,RPLP0,True,True,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,11,EEF1A1,True,True,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,12,SPOCK2,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,13,CXCR6,False,False,False,True
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,14,PDCD4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,15,MGAT4A,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,16,OSTF1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,17,PABPC1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,18,IFNGR1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,19,TRAV1-2,True,True,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,20,HPGD,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,21,PFKFB3,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,22,FKBP11,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,23,ITM2B,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,24,S100A4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,25,TTC39C,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,26,CCL20,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,27,GPR65,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,28,PER1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,29,CXCR4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,30,FTH1,False,True,True,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,31,CEBPD,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,32,YWHAQ,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,33,PERP,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,34,ZFP36L2,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,35,CCNH,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,36,ZFP36L1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,37,TNFAIP3,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,38,EEF1G,True,True,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,39,PBX4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,40,DPP4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,41,ERN1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,42,LAPTM5,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,43,SLC4A10,False,False,False,True
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,44,SLC7A5,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,45,PBXIP1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,46,ODF2L,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,47,PCBP2,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,48,EEF2,True,True,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,49,EIF1,True,True,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,standard,50,NCR3,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,1,KLRB1,False,False,False,True
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,2,IL7R,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,3,CCR6,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,4,RORA,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,5,TMIGD2,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,6,AQP3,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,7,LTB,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,8,SPOCK2,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,9,CXCR6,False,False,False,True
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,10,PDCD4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,11,MGAT4A,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,12,OSTF1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,13,PABPC1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,14,IFNGR1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,15,TRAV1-2,True,True,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,16,HPGD,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,17,PFKFB3,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,18,FKBP11,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,19,ITM2B,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,20,S100A4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,21,TTC39C,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,22,CCL20,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,23,GPR65,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,24,PER1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,25,CXCR4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,26,CEBPD,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,27,YWHAQ,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,28,PERP,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,29,ZFP36L2,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,30,CCNH,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,31,ZFP36L1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,32,TNFAIP3,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,33,EEF1G,True,True,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,34,PBX4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,35,DPP4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,36,ERN1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,37,LAPTM5,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,38,SLC4A10,False,False,False,True
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,39,SLC7A5,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,40,PBXIP1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,41,ODF2L,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,42,PCBP2,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,43,EEF2,True,True,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,44,NCR3,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,45,PDE4D,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,46,CAMK4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,47,DUSP1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,48,MYADM,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,49,SARAF,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,filter_only,50,GPR183,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,1,KLRB1,False,False,False,True
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,2,IL7R,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,3,CCR6,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,4,RORA,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,5,TMIGD2,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,6,AQP3,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,7,LTB,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,8,SPOCK2,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,9,CXCR6,False,False,False,True
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,10,PDCD4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,11,MGAT4A,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,12,OSTF1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,13,PABPC1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,14,IFNGR1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,15,HPGD,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,16,PFKFB3,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,17,FKBP11,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,18,ITM2B,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,19,S100A4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,20,TTC39C,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,21,CCL20,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,22,GPR65,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,23,PER1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,24,CXCR4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,25,CEBPD,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,26,YWHAQ,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,27,PERP,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,28,ZFP36L2,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,29,CCNH,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,30,ZFP36L1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,31,TNFAIP3,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,32,PBX4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,33,DPP4,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,34,ERN1,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,35,LAPTM5,False,False,False,False
CD8,CD8.c16.MAIT.SLC4A10,CD8_MAIT,regex_mask,36,SLC4A10,False,False,False,True
